barseq,gene,cloneid
barseq_0031,PBANKA_130990,PbGEM-311295
barseq_0031,PBANKA_144060,PbGEM-340395
barseq_0031,PBANKA_111350,PbGEM-299411
barseq_0031,PBANKA_124240,PbGEM-309105
barseq_0031,PBANKA_103870,PbGEM-334571
barseq_0031,PBANKA_144800,PbGEM-340683
barseq_0031,PBANKA_133880,PbGEM-338499
barseq_0031,PBANKA_114430,PbGEM-335979
barseq_0031,PBANKA_123800,PbGEM-337163
barseq_0031,PBANKA_121080,PbGEM-336339
barseq_0031,PBANKA_134580,PbGEM-315947
barseq_0031,PBANKA_100960,PbGEM-293880
barseq_0031,PBANKA_080280,PbGEM-331267
barseq_0031,PBANKA_144370,PbGEM-340507
barseq_0031,PBANKA_130410,PbGEM-310471
barseq_0031,PBANKA_091190,PbGEM-288442
barseq_0031,PBANKA_120380,PbGEM-304042
barseq_0031,PBANKA_104000,PbGEM-334611
barseq_0031,PBANKA_135040,PbGEM-316571
barseq_0031,PBANKA_114530,PbGEM-336027
barseq_0031,PBANKA_091030,PbGEM-332451
barseq_0031,PBANKA_051490,NA
barseq_0031,PBANKA_134100,PbGEM-338579
barseq_0031,PBANKA_114420,PbGEM-303226
barseq_0031,PBANKA_102780,PbGEM-334251
barseq_0031,PBANKA_094110,PbGEM-333243
barseq_0031,PBANKA_124390,PbGEM-309361
barseq_0031,PBANKA_124440,PbGEM-337307
barseq_0031,PBANKA_145970,PbGEM-341059
barseq_0031,PBANKA_134120,PbGEM-315301
barseq_0031,PBANKA_030600-ko,NA
barseq_0031,PBANKA_135830,PbGEM-339091
barseq_0032,PBANKA_031030,PbGEM-072470
barseq_0032,PBANKA_061670,PbGEM-072498
barseq_0032,PBANKA_144560,PbGEM-072506
barseq_0032,PBANKA_093300,PbGEM-072518
barseq_0032,PBANKA_146050,PbGEM-072542
barseq_0032,PBANKA_093230,PbGEM-226373
barseq_0032,PBANKA_011210,PbGEM-226461
barseq_0032,PBANKA_136370,PbGEM-226413
barseq_0032,PBANKA_112180,PbGEM-226501
barseq_0032,PBANKA_081040,PbGEM-283938
barseq_0032,PBANKA_060800,PbGEM-018144
barseq_0032,PBANKA_050440,PbGEM-014061
barseq_0032,PBANKA_020580,PbGEM-082161
barseq_0032,PBANKA_130690,PbGEM-104812
barseq_0032,PBANKA_122500,PbGEM-111674
barseq_0032,PBANKA_082960,PbGEM-091930
barseq_0032,PBANKA_135150,PbGEM-111682
barseq_0032,PBANKA_082710,PbGEM-091747
barseq_0032,PBANKA_091210,PbGEM-111738
barseq_0032,PBANKA_131800,PbGEM-105530
barseq_0032,PBANKA_090110,PbGEM-111746
barseq_0032,PBANKA_040940,PbGEM-111754
barseq_0032,PBANKA_031140,PbGEM-111762
barseq_0032,PBANKA_093370,PbGEM-111778
barseq_0032,PBANKA_090380,PbGEM-111794
barseq_0032,PBANKA_135260,PbGEM-111802
barseq_0032,PBANKA_136210,PbGEM-108848
barseq_0032,PBANKA_040820,PbGEM-111826
barseq_0032,PBANKA_130920,PbGEM-104970
barseq_0032,PBANKA_092550,PbGEM-111850
barseq_0032,PBANKA_040110,PbGEM-084034
barseq_0032,PBANKA_112690,PbGEM-099789
barseq_0032,PBANKA_083560,PbGEM-028140
barseq_0032,PBANKA_130520,PbGEM-053796
barseq_0032,PBANKA_103520,PbGEM-097658
barseq_0032,PBANKA_062310,PbGEM-088402
barseq_0032,PBANKA_062250,PbGEM-020158
barseq_0032,PBANKA_010460,PbGEM-005714
barseq_0032,PBANKA_145640,PbGEM-070361
barseq_0032,PBANKA_135380,PbGEM-108229
barseq_0032,PBANKA_083190,PbGEM-027597
barseq_0032,PBANKA_133680,PbGEM-107021
barseq_0032,PBANKA_082190,PbGEM-091412
barseq_0032,PBANKA_135700,PbGEM-061042
barseq_0032,PBANKA_061140,PbGEM-018598
barseq_0032,PBANKA_020230,PbGEM-006938
barseq_0032,PBANKA_134330,PbGEM-059074
barseq_0032,PBANKA_141550,PbGEM-064441
barseq_0032,PBANKA_122430,PbGEM-049887
barseq_0032,PBANKA_081640,PbGEM-025653
barseq_0032,PBANKA_050130,PbGEM-013591
barseq_0032,PBANKA_101620,PbGEM-036667
barseq_0032,PBANKA_010250,PbGEM-005448
barseq_0032,PBANKA_111400,PbGEM-042040
barseq_0032,PBANKA_051760,PbGEM-086320
barseq_0032,PBANKA_124330,PbGEM-104104
barseq_0032,PBANKA_122980,PbGEM-103309
barseq_0032,PBANKA_123790,PbGEM-103751
barseq_0032,PBANKA_121360,PbGEM-102379
barseq_0032,PBANKA_082470,PbGEM-091608
barseq_0032,PBANKA_071760,PbGEM-089700
barseq_0032,PBANKA_061320,PbGEM-087616
barseq_0032,PBANKA_041040,PbGEM-012290
barseq_0032,PBANKA_101330,PbGEM-036210
barseq_0032,PBANKA_140070,PbGEM-062339
barseq_0032,PBANKA_093910,PbGEM-033587
barseq_0032,PBANKA_041020,PbGEM-012258
barseq_0032,PBANKA_142160,PbGEM-110533
barseq_0032,PBANKA_052320,PbGEM-086796
barseq_0032,PBANKA_143150,PbGEM-066674
barseq_0032,PBANKA_141930,PbGEM-064944
barseq_0032,PBANKA_090790,PbGEM-029321
barseq_0032,PBANKA_122570,PbGEM-050111
barseq_0032,PBANKA_120530,PbGEM-047172
barseq_0032,PBANKA_020760,PbGEM-082330
barseq_0032,PBANKA_121940,PbGEM-102740
barseq_0032,PBANKA_133470,PbGEM-106867
barseq_0032,PBANKA_134740,PbGEM-059667
barseq_0032,PBANKA_135090,PbGEM-250625
barseq_0032,PBANKA_080560,PbGEM-236212
barseq_0032,PBANKA_092700,PbGEM-241597
barseq_0032,PBANKA_080800,PbGEM-236773
barseq_0032,PBANKA_093860,PbGEM-240960
barseq_0032,PBANKA_113310,PbGEM-245467
barseq_0032,PBANKA_101980,PbGEM-263460
barseq_0032,PBANKA_062150,PbGEM-235550
barseq_0032,PBANKA_135170,PbGEM-250957
barseq_0032,PBANKA_112270,PbGEM-246785
barseq_0032,PBANKA_030850,PbGEM-228946
barseq_0032,PBANKA_113600,PbGEM-246407
barseq_0032,PBANKA_083630,PbGEM-260364
barseq_0032,PBANKA_101830,PbGEM-263324
barseq_0032,PBANKA_140320,PbGEM-256763
barseq_0032,PBANKA_133840,PbGEM-252256
barseq_0032,PBANKA_124180,PbGEM-261796
barseq_0032,PBANKA_081170,PbGEM-237542
barseq_0033,PBANKA_112610,PbGEM-247646
barseq_0033,PBANKA_021430,PbGEM-227319
barseq_0033,PBANKA_081530,PbGEM-238350
barseq_0033,PBANKA_136300,PbGEM-255062
barseq_0033,PBANKA_082860,PbGEM-259788
barseq_0033,PBANKA_133540,PbGEM-250987
barseq_0033,PBANKA_144760,PbGEM-256592
barseq_0033,PBANKA_122350,PbGEM-250890
barseq_0033,PBANKA_100670,PbGEM-244202
barseq_0033,PBANKA_120870,PbGEM-245936
barseq_0033,PBANKA_130170,PbGEM-262284
barseq_0033,PBANKA_121780,PbGEM-248604
barseq_0033,PBANKA_135690,PbGEM-253011
barseq_0033,PBANKA_141300,PbGEM-254861
barseq_0033,PBANKA_142320,PbGEM-257439
barseq_0033,PBANKA_071510,PbGEM-235843
barseq_0033,PBANKA_130220,PbGEM-262316
barseq_0033,PBANKA_121760,PbGEM-248555
barseq_0033,PBANKA_071840,PbGEM-236544
barseq_0033,PBANKA_142190,PbGEM-257157
barseq_0033,PBANKA_136220,PbGEM-254727
barseq_0033,PBANKA_103930,PbGEM-243939
barseq_0033,PBANKA_146350,PbGEM-264404
barseq_0033,PBANKA_122420,PbGEM-264452
barseq_0033,PBANKA_130570,PbGEM-265284
barseq_0033,PBANKA_103750,PbGEM-265444
barseq_0033,PBANKA_094330,PbGEM-264748
barseq_0033,PBANKA_061960,PbGEM-264780
barseq_0033,PBANKA_070840,PbGEM-265316
barseq_0033,PBANKA_120860,PbGEM-264772
barseq_0033,PBANKA_131170,PbGEM-265004
barseq_0033,PBANKA_060670,PbGEM-277626
barseq_0033,PBANKA_061090,PbGEM-278026
barseq_0033,PBANKA_091390,PbGEM-288705
barseq_0033,PBANKA_040570,PbGEM-271834
barseq_0033,PBANKA_051820,PbGEM-275858
barseq_0033,PBANKA_123005,PbGEM-307546
barseq_0033,PBANKA_062140,PbGEM-279586
barseq_0033,PBANKA_133250,PbGEM-314237
barseq_0033,PBANKA_091480,PbGEM-288881
barseq_0033,PBANKA_091890,PbGEM-289385
barseq_0033,PBANKA_100630,PbGEM-293440
barseq_0033,PBANKA_010600,PbGEM-327699
barseq_0033,PBANKA_091710,PbGEM-289209
barseq_0033,PBANKA_110430,PbGEM-334763
barseq_0033,PBANKA_092670,PbGEM-332867
barseq_0033,PBANKA_120070,PbGEM-336067
barseq_0033,PBANKA_041720,PbGEM-231150
barseq_0033,PBANKA_020900,PbGEM-328099
barseq_0033,PBANKA_100390,PbGEM-293000
barseq_0033,PBANKA_081270,PbGEM-284130
barseq_0033,PBANKA_145120,PbGEM-324947
barseq_0033,PBANKA_092600,PbGEM-290089
barseq_0033,PBANKA_090080,PbGEM-332179
barseq_0033,PBANKA_080180,PbGEM-331219
barseq_0033,PBANKA_110600,PbGEM-298485
barseq_0033,PBANKA_136270,PbGEM-254930
barseq_0033,PBANKA_071320,PbGEM-330883
barseq_0033,PBANKA_110700,PbGEM-298629
barseq_0033,PBANKA_134910,PbGEM-316355
barseq_0033,PBANKA_082720,PbGEM-259684
barseq_0033,PBANKA_020300,PbGEM-264972
barseq_0033,PBANKA_111970,PbGEM-300147
barseq_0033,PBANKA_100570,PbGEM-293312
barseq_0033,PBANKA_122810,PbGEM-336907
barseq_0033,PBANKA_131970,PbGEM-337923
barseq_0033,PBANKA_140830,PbGEM-319539
barseq_0033,PBANKA_030580,PbGEM-269987
barseq_0033,PBANKA_083520,PbGEM-260292
barseq_0033,PBANKA_021440,PbGEM-328299
barseq_0033,PBANKA_103810,PbGEM-297422
barseq_0033,PBANKA_123160,PbGEM-337003
barseq_0033,PBANKA_132470,PbGEM-313293
barseq_0033,PBANKA_100060,PbGEM-292488
barseq_0033,PBANKA_100070,PbGEM-333347
barseq_0033,PBANKA_110250,PbGEM-334683
barseq_0033,PBANKA_020440,PbGEM-327955
barseq_0033,PBANKA_080510,PbGEM-331355
barseq_0033,PBANKA_080710,PbGEM-331419
barseq_0033,PBANKA_121130,PbGEM-305050
barseq_0033,PBANKA_040100,PbGEM-271338
barseq_0033,PBANKA_070390,PbGEM-330595
barseq_0033,PBANKA_020610,PbGEM-268131
barseq_0033,PBANKA_141440,PbGEM-320323
barseq_0033,PBANKA_071600,PbGEM-330963
barseq_0033,PBANKA_060930,PbGEM-330107
barseq_0033,PBANKA_091640,PbGEM-289113
barseq_0033,PBANKA_132280,PbGEM-338027
barseq_0033,PBANKA_081620,PbGEM-284562
barseq_0033,PBANKA_102550,PbGEM-334155
barseq_0033,PBANKA_130080,PbGEM-342964
barseq_0033,PBANKA_030800,PbGEM-341788
barseq_0033,PBANKA_080620,PbGEM-342092
barseq_0033,PBANKA_060980,PbGEM-341996
barseq_0033,PBANKA_031100,PbGEM-341804
barseq_0033,PBANKA_100950,PbGEM-342396
barseq_0034,PBANKA_071550,PbGEM-342052
barseq_0034,PBANKA_122520,PbGEM-342900
barseq_0034,PBANKA_092540,PbGEM-342284
barseq_0034,PBANKA_122720,PbGEM-252429
barseq_0034,PBANKA_010910,PbGEM-341668
barseq_0034,PBANKA_111770,PbGEM-342620
barseq_0034,PBANKA_091930,PbGEM-342236
barseq_0034,PBANKA_122020,PbGEM-342852
barseq_0034,PBANKA_092520,PbGEM-342276
barseq_0034,PBANKA_113140,PbGEM-342660
barseq_0034,PBANKA_113670,PbGEM-342700
barseq_0034,PBANKA_113540,PbGEM-342692
barseq_0034,PBANKA_133870,PbGEM-343116
barseq_0034,PBANKA_145630,PbGEM-340995
barseq_0034,PBANKA_130550,PbGEM-337523
barseq_0034,PBANKA_020660,PbGEM-328035
barseq_0034,PBANKA_100620,PbGEM-333555
barseq_0034,PBANKA_071620,PbGEM-330979
barseq_0034,PBANKA_120510,PbGEM-304266
barseq_0034,PBANKA_110630,PbGEM-334819
barseq_0034,PBANKA_070920,PbGEM-281218
barseq_0034,PBANKA_041830,PbGEM-329195
barseq_0034,PBANKA_093780,PbGEM-333139
barseq_0034,PBANKA_071350,PbGEM-330891
barseq_0034,PBANKA_113630,PbGEM-302226
barseq_0034,PBANKA_050380,PbGEM-329323
barseq_0034,PBANKA_011000,PbGEM-267187
barseq_0034,PBANKA_030060,PbGEM-328347
barseq_0034,PBANKA_061600,PbGEM-278778
barseq_0034,PBANKA_062350,PbGEM-330459
barseq_0034,PBANKA_132400,PbGEM-313181
barseq_0034,PBANKA_113510,PbGEM-302090
barseq_0034,PBANKA_135440,PbGEM-338907
barseq_0034,PBANKA_130060,PbGEM-309935
barseq_0034,PBANKA_080090,PbGEM-331171
barseq_0034,PBANKA_020070,PbGEM-267507
barseq_0034,PBANKA_070120,PbGEM-330515
barseq_0034,PBANKA_020134,PbGEM-327891
barseq_0034,PBANKA_130200,PbGEM-337411
barseq_0034,PBANKA_140310,PbGEM-339395
barseq_0034,PBANKA_080140,PbGEM-331203
barseq_0034,PBANKA_070240,PbGEM-280138
barseq_0034,PBANKA_110290,PbGEM-298133
barseq_0034,PBANKA_020260,PbGEM-327907
barseq_0034,PBANKA_120560,PbGEM-304346
barseq_0034,PBANKA_090670,PbGEM-287778
barseq_0034,PBANKA_070820,PbGEM-281090
barseq_0034,PBANKA_010790,PbGEM-266987
barseq_0034,PBANKA_060810,PbGEM-330091
barseq_0034,PBANKA_110530,PbGEM-298445
barseq_0034,PBANKA_060880,PbGEM-277818
barseq_0034,PBANKA_140890,PbGEM-339579
barseq_0034,PBANKA_060920,PbGEM-277882
barseq_0034,PBANKA_071050,PbGEM-281386
barseq_0034,PBANKA_041320,PbGEM-329067
barseq_0034,PBANKA_041130,PbGEM-272402
barseq_0034,PBANKA_061230,PbGEM-278202
barseq_0034,PBANKA_071040,PbGEM-281370
barseq_0034,PBANKA_121170,PbGEM-305146
barseq_0034,PBANKA_060910,PbGEM-330099
barseq_0034,PBANKA_061130,PbGEM-278066
barseq_0034,PBANKA_121380,PbGEM-305410
barseq_0034,PBANKA_071610,PbGEM-330971
barseq_0034,PBANKA_041150,PbGEM-272434
barseq_0034,PBANKA_111730,PbGEM-299811
barseq_0034,PBANKA_101650,PbGEM-294664
barseq_0034,PBANKA_130980,PbGEM-337659
barseq_0034,PBANKA_091690,PbGEM-289193
barseq_0034,PBANKA_111270,PbGEM-299315
barseq_0034,PBANKA_072020,PbGEM-331067
barseq_0034,PBANKA_122270,PbGEM-336739
barseq_0034,PBANKA_102210,PbGEM-295390
barseq_0034,PBANKA_092480,PbGEM-332803
barseq_0034,PBANKA_132420,PbGEM-338059
barseq_0034,PBANKA_142040,PbGEM-321059
barseq_0034,PBANKA_092500,PbGEM-289969
barseq_0034,PBANKA_132660,PbGEM-338139
barseq_0034,PBANKA_131690,PbGEM-312173
barseq_0034,PBANKA_132760,PbGEM-313621
barseq_0034,PBANKA_123030,PbGEM-336947
barseq_0034,PBANKA_123380,PbGEM-337075
barseq_0034,PBANKA_123470,PbGEM-308306
barseq_0034,PBANKA_093810,PbGEM-291808
barseq_0034,PBANKA_144150,PbGEM-323675
barseq_0034,PBANKA_083060,PbGEM-331947
barseq_0034,PBANKA_113500,PbGEM-302066
barseq_0034,PBANKA_093320,PbGEM-291144
barseq_0034,PBANKA_143350,PbGEM-340163
barseq_0034,PBANKA_133950,PbGEM-338515
barseq_0034,PBANKA_144790,PbGEM-340675
barseq_0034,PBANKA_134580,PbGEM-315947
barseq_0034,PBANKA_144350,PbGEM-340491
barseq_0034,PBANKA_134340,PbGEM-315619
barseq_0034,PBANKA_134950,PbGEM-316411
barseq_0034,PBANKA_133330,PbGEM-338331
barseq_0034,PBANKA_144470,PbGEM-340523
barseq_0035,PBANKA_144590,PbGEM-340587
barseq_0035,PBANKA_135130,PbGEM-338843
barseq_0035,PBANKA_144300,PbGEM-340483
barseq_0035,PBANKA_134860,PbGEM-316259
barseq_0035,PBANKA_100830,PbGEM-293696
barseq_0035,PBANKA_072130,PbGEM-342076
barseq_0035,PBANKA_071770,PbGEM-331003
barseq_0035,PBANKA_141020,PbGEM-343244
barseq_0035,PBANKA_142630,PbGEM-321691
barseq_0035,PBANKA_091540,PbGEM-238900
barseq_0035,PBANKA_050330,PbGEM-273898
barseq_0035,PBANKA_071440,PbGEM-330907
barseq_0035,PBANKA_112680,PbGEM-335467
barseq_0035,PBANKA_114140,PbGEM-342756
barseq_0035,PBANKA_140960,PbGEM-319803
barseq_0035,PBANKA_061520,PbGEM-234446
barseq_0035,PBANKA_131040,PbGEM-337675
barseq_0035,PBANKA_050250,PbGEM-273786
barseq_0035,PBANKA_121710,PbGEM-336571
barseq_0035,PBANKA_061460,PbGEM-278490
barseq_0035,PBANKA_134010,PbGEM-338547
barseq_0035,PBANKA_121070,PbGEM-336331
barseq_0035,PBANKA_010950,PbGEM-227604
barseq_0035,PBANKA_100770,PbGEM-293632
barseq_0035,PBANKA_040720,PbGEM-272042
barseq_0035,PBANKA_020630,PbGEM-268163
barseq_0035,PBANKA_082850,PbGEM-331899
barseq_0035,PBANKA_132980,PbGEM-338243
barseq_0035,PBANKA_140370,PbGEM-339419
barseq_0035,PBANKA_090960,PbGEM-332435
barseq_0035,PBANKA_112520,PbGEM-300859
barseq_0035,PBANKA_051200,PbGEM-231638
barseq_0035,PBANKA_020990,PbGEM-328115
barseq_0035,PBANKA_124020,PbGEM-308849
barseq_0035,PBANKA_103430,PbGEM-334459
barseq_0035,PBANKA_141970,PbGEM-339851
barseq_0035,PBANKA_103550,PbGEM-297062
barseq_0035,PBANKA_010540,PbGEM-266659
barseq_0035,PBANKA_070590,PbGEM-330683
barseq_0035,PBANKA_050200,PbGEM-273690
barseq_0035,PBANKA_050265,PbGEM-231805
barseq_0035,PBANKA_100260,PbGEM-292800
barseq_0035,PBANKA_070350,PbGEM-280330
barseq_0035,PBANKA_110410,PbGEM-334747
barseq_0035,PBANKA_070490,PbGEM-330635
barseq_0035,PBANKA_130420,PbGEM-310495
barseq_0035,PBANKA_010570,PbGEM-227102
barseq_0035,PBANKA_020920,PbGEM-268595
barseq_0035,PBANKA_021060,PbGEM-341724
barseq_0035,PBANKA_010210,PbGEM-341620
barseq_0035,PBANKA_031200,PbGEM-328635
barseq_0035,PBANKA_131270,PbGEM-311621
barseq_0035,PBANKA_051450,PbGEM-275370
barseq_0035,PBANKA_092140,PbGEM-332731
barseq_0035,PBANKA_041530,PbGEM-329107
barseq_0035,PBANKA_142150,PbGEM-257060
barseq_0035,PBANKA_132200,PbGEM-312837
barseq_0035,PBANKA_142850,PbGEM-343324
barseq_0035,PBANKA_144630,PbGEM-264484
barseq_0035,PBANKA_134990,PbGEM-316475
barseq_0035,PBANKA_121660,PbGEM-527003
barseq_0035,PBANKA_140010,PbGEM-537051
barseq_0035,PBANKA_090020,PbGEM-534763
barseq_0035,PBANKA_080030,PbGEM-534451
barseq_0035,PBANKA_080050,PbGEM-534459
barseq_0035,PBANKA_130070,PbGEM-536483
barseq_0035,PBANKA_120150,PbGEM-536019
barseq_0035,PBANKA_020160,PbGEM-533243
barseq_0035,PBANKA_040270,PbGEM-533555
barseq_0035,PBANKA_050310,PbGEM-533731
barseq_0035,PBANKA_010330,PbGEM-533123
barseq_0035,PBANKA_060390,PbGEM-534019
barseq_0035,PBANKA_120420,PbGEM-536083
barseq_0035,PBANKA_140460,PbGEM-537075
barseq_0035,PBANKA_070510,PbGEM-534283
barseq_0035,PBANKA_030610,PbGEM-533427
barseq_0035,PBANKA_010560,PbGEM-533139
barseq_0035,PBANKA_010590,PbGEM-537843
barseq_0035,PBANKA_120660,PbGEM-538803
barseq_0035,PBANKA_040710,PbGEM-533603
barseq_0035,PBANKA_030780,PbGEM-533443
barseq_0035,PBANKA_140700,PbGEM-537083
barseq_0035,PBANKA_100680,PbGEM-535299
barseq_0035,PBANKA_100710,PbGEM-538579
barseq_0035,PBANKA_030890,PbGEM-533467
barseq_0035,PBANKA_080670,PbGEM-534515
barseq_0035,PBANKA_010880,PbGEM-533171
barseq_0035,PBANKA_130760,PbGEM-539011
barseq_0035,PBANKA_140950,PbGEM-537099
barseq_0035,PBANKA_141040,PbGEM-537107
barseq_0035,PBANKA_011110,PbGEM-533195
barseq_0035,PBANKA_061190,PbGEM-534107
barseq_0035,PBANKA_041330,PbGEM-533651
barseq_0035,PBANKA_141340,PbGEM-539299
barseq_0035,PBANKA_051350,PbGEM-533851
barseq_0035,PBANKA_101280,PbGEM-535387
barseq_0036,PBANKA_121540,PbGEM-536155
barseq_0036,PBANKA_131350,PbGEM-536619
barseq_0036,PBANKA_141580,PbGEM-537147
barseq_0036,PBANKA_141620,PbGEM-537163
barseq_0036,PBANKA_090050,PbGEM-534771
barseq_0036,PBANKA_030340,PbGEM-533419
barseq_0036,PBANKA_140300,PbGEM-537067
barseq_0036,PBANKA_080330,PbGEM-538331
barseq_0036,PBANKA_050510,PbGEM-533755
barseq_0036,PBANKA_120930,PbGEM-536107
barseq_0036,PBANKA_040910,PbGEM-533627
barseq_0036,PBANKA_021030,PbGEM-533331
barseq_0036,PBANKA_101110,PbGEM-535355
barseq_0036,PBANKA_111420,PbGEM-538731
barseq_0036,PBANKA_081390,PbGEM-534587
barseq_0036,PBANKA_020020,PbGEM-533227
barseq_0036,PBANKA_050300,PbGEM-533723
barseq_0036,PBANKA_010450,PbGEM-537835
barseq_0036,PBANKA_100380,PbGEM-535283
barseq_0036,PBANKA_040620,PbGEM-533587
barseq_0036,PBANKA_130960,PbGEM-536571
barseq_0036,PBANKA_031360,PbGEM-533523
barseq_0036,PBANKA_091550,PbGEM-534891
barseq_0036,PBANKA_141770,PbGEM-537195
barseq_0036,PBANKA_061720,PbGEM-534155
barseq_0036,PBANKA_131950,PbGEM-539067
barseq_0036,PBANKA_142280,PbGEM-539339
barseq_0036,PBANKA_122320,PbGEM-536243
barseq_0036,PBANKA_132230,PbGEM-536699
barseq_0036,PBANKA_082790,PbGEM-534683
barseq_0036,PBANKA_113090,PbGEM-538755
barseq_0036,PBANKA_103220,PbGEM-535555
barseq_0036,PBANKA_103770,PbGEM-535611
barseq_0036,PBANKA_061800,PbGEM-534179
barseq_0036,PBANKA_092690,PbGEM-535011
barseq_0036,PBANKA_122820,PbGEM-538891
barseq_0036,PBANKA_143280,PbGEM-537363
barseq_0036,PBANKA_133240,PbGEM-536771
barseq_0036,PBANKA_093770,PbGEM-535123
barseq_0036,PBANKA_141890,PbGEM-539315
barseq_0036,PBANKA_133390,PbGEM-536795
barseq_0036,PBANKA_091900,PbGEM-538467
barseq_0036,PBANKA_010040,PbGEM-533099
barseq_0036,PBANKA_110070,PbGEM-535635
barseq_0036,PBANKA_120370,PbGEM-536075
barseq_0036,PBANKA_100290,PbGEM-535275
barseq_0036,PBANKA_080390,PbGEM-534483
barseq_0036,PBANKA_110570,PbGEM-538715
barseq_0036,PBANKA_030630,PbGEM-537955
barseq_0036,PBANKA_020690,PbGEM-533307
barseq_0036,PBANKA_060950,PbGEM-538203
barseq_0036,PBANKA_121310,PbGEM-536139
barseq_0036,PBANKA_101250,PbGEM-535379
barseq_0036,PBANKA_081300,PbGEM-534555
barseq_0036,PBANKA_071720,PbGEM-534387
barseq_0036,PBANKA_051930,PbGEM-533899
barseq_0036,PBANKA_051950,PbGEM-533923
barseq_0036,PBANKA_100130,PbGEM-535243
barseq_0036,PBANKA_010190,PbGEM-533115
barseq_0036,PBANKA_040350,PbGEM-538043
barseq_0036,PBANKA_030830,PbGEM-537987
barseq_0036,PBANKA_100840,PbGEM-535339
barseq_0036,PBANKA_130790,PbGEM-536539
barseq_0036,PBANKA_021300,PbGEM-533363
barseq_0036,PBANKA_141610,PbGEM-537155
barseq_0036,PBANKA_080580,PbGEM-534507
barseq_0036,PBANKA_021100,PbGEM-537915
barseq_0036,PBANKA_100030,PbGEM-535235
barseq_0036,PBANKA_070760,PbGEM-534291
barseq_0036,PBANKA_061910,PbGEM-534203
barseq_0036,PBANKA_112310,PbGEM-535795
barseq_0036,PBANKA_132210,PbGEM-539091
barseq_0036,PBANKA_122480,PbGEM-536307
barseq_0036,PBANKA_112750,PbGEM-538739
barseq_0036,PBANKA_092720,PbGEM-535019
barseq_0036,PBANKA_132710,PbGEM-539099
barseq_0036,PBANKA_092850,PbGEM-538515
barseq_0036,PBANKA_093410,PbGEM-535083
barseq_0036,PBANKA_113490,PbGEM-535875
barseq_0036,PBANKA_143990,PbGEM-537483
barseq_0036,PBANKA_124600,PbGEM-536459
barseq_0036,PBANKA_144650,PbGEM-537579
barseq_0036,PBANKA_122180,PbGEM-536219
barseq_0036,PBANKA_122360,PbGEM-536259
barseq_0036,PBANKA_092380,PbGEM-538483
barseq_0036,PBANKA_082330,PbGEM-534643
barseq_0036,PBANKA_142680,PbGEM-537283
barseq_0036,PBANKA_132690,PbGEM-536739
barseq_0036,PBANKA_143670,PbGEM-537435
barseq_0036,PBANKA_144340,PbGEM-537539
barseq_0036,PBANKA_093310,PbGEM-535067
barseq_0036,PBANKA_062070,PbGEM-534219
barseq_0036,PBANKA_052240,PbGEM-538163
barseq_0036,PBANKA_052270,PbGEM-533947
barseq_0036,PBANKA_143190,PbGEM-537347
barseq_0037,PBANKA_000330,PbGEM-327467
barseq_0037,PBANKA_010520,PbGEM-227028
barseq_0037,PBANKA_010820,PbGEM-327787
barseq_0037,PBANKA_010970,PbGEM-267147
barseq_0037,PBANKA_011040,PbGEM-267235
barseq_0037,PBANKA_020010,PbGEM-327875
barseq_0037,PBANKA_030240,PbGEM-083023
barseq_0037,PBANKA_031180,PbGEM-083698
barseq_0037,PBANKA_031230,PbGEM-270858
barseq_0037,PBANKA_031380,PbGEM-341820
barseq_0037,PBANKA_040750,PbGEM-229574
barseq_0037,PBANKA_040760,PbGEM-084472
barseq_0037,PBANKA_041240,PbGEM-272546
barseq_0037,PBANKA_041450,PbGEM-272858
barseq_0037,PBANKA_050570,PbGEM-230776
barseq_0037,PBANKA_051140,PbGEM-231569
barseq_0037,PBANKA_051220,PbGEM-015197
barseq_0037,PBANKA_051560,PbGEM-275514
barseq_0037,PBANKA_051630,PbGEM-232246
barseq_0037,PBANKA_052010,PbGEM-329795
barseq_0037,PBANKA_061520,PbGEM-234446
barseq_0037,PBANKA_061880,PbGEM-019636
barseq_0037,PBANKA_070100,PbGEM-232966
barseq_0037,PBANKA_070220,PbGEM-264356
barseq_0037,PBANKA_070410,PbGEM-088775
barseq_0037,PBANKA_071670,PbGEM-236237
barseq_0037,PBANKA_080910,PbGEM-283834
barseq_0037,PBANKA_081280,PbGEM-284146
barseq_0037,PBANKA_081840,PbGEM-331667
barseq_0037,PBANKA_081910,PbGEM-284922
barseq_0037,PBANKA_082450,PbGEM-091576
barseq_0037,PBANKA_082490,PbGEM-259516
barseq_0037,PBANKA_082710,PbGEM-091747
barseq_0037,PBANKA_082750,PbGEM-026953
barseq_0037,PBANKA_082930,PbGEM-285946
barseq_0037,PBANKA_082960,PbGEM-091930
barseq_0037,PBANKA_083170,PbGEM-260028
barseq_0037,PBANKA_083180,PbGEM-286250
barseq_0037,PBANKA_083200,PbGEM-286266
barseq_0037,PBANKA_090040,PbGEM-332171
barseq_0037,PBANKA_090140,PbGEM-092506
barseq_0037,PBANKA_090590,PbGEM-260788
barseq_0037,PBANKA_090780,PbGEM-287946
barseq_0037,PBANKA_091130,PbGEM-288370
barseq_0037,PBANKA_091140,PbGEM-332483
barseq_0037,PBANKA_091660,PbGEM-239300
barseq_0037,PBANKA_092550,PbGEM-111850
barseq_0037,PBANKA_092910,PbGEM-290624
