gene,csome,start,end,strand
PBANKA_1032700,10,1324518,1326041,reverse
PBANKA_1032800,10,1329675,1332155,forward
PBANKA_1032900,10,1332904,1334430,reverse
PBANKA_1033000,10,1335749,1339091,reverse
PBANKA_1033100,10,1342136,1343856,forward
PBANKA_1033200,10,1345033,1346190,reverse
PBANKA_1033300,10,1347996,1348777,forward
PBANKA_1033400,10,1349301,1352585,reverse
PBANKA_1033500,10,1353548,1355238,forward
PBANKA_1033600,10,1356459,1357475,forward
PBANKA_1033700,10,1358068,1359210,reverse
PBANKA_1033800,10,1361795,1381517,forward
PBANKA_1033900,10,1382338,1383324,reverse
PBANKA_1034000,10,1385814,1386371,reverse
PBANKA_1034100,10,1388310,1391519,forward
PBANKA_1034200,10,1392549,1392824,reverse
PBANKA_1034300,10,1398556,1402695,forward
PBANKA_1034400,10,1404093,1405445,reverse
PBANKA_1034500,10,1407969,1409392,reverse
PBANKA_1034600,10,1411754,1417711,forward
PBANKA_1034700,10,1417727,1418789,reverse
PBANKA_1034800,10,1419719,1420294,forward
PBANKA_1034900,10,1421131,1423556,reverse
PBANKA_1035000,10,1425289,1426287,forward
PBANKA_1035100,10,1427267,1428534,reverse
PBANKA_1035200,10,1429866,1433780,reverse
PBANKA_1035300,10,1435014,1436518,reverse
PBANKA_1035400,10,1439463,1440689,forward
PBANKA_1035500,10,1441965,1442540,reverse
PBANKA_1035600,10,1443468,1446854,reverse
PBANKA_1035700,10,1448272,1452785,forward
PBANKA_1035800,10,1453298,1455025,reverse
PBANKA_1035900,10,1456241,1457620,reverse
PBANKA_1036000,10,1459363,1466676,reverse
PBANKA_1036100,10,1467845,1471243,forward
PBANKA_1036200,10,1471796,1472659,reverse
PBANKA_1036300,10,1473742,1476748,reverse
PBANKA_1036400,10,1477776,1481049,forward
PBANKA_1036500,10,1482658,1484313,forward
PBANKA_1036600,10,1486657,1487706,forward
PBANKA_1036700,10,1488232,1489968,reverse
PBANKA_1036800,10,1490863,1495561,forward
PBANKA_1036900,10,1495698,1498475,reverse
PBANKA_1037000,10,1498692,1499561,reverse
PBANKA_1037100,10,1500346,1503919,forward
PBANKA_1037200,10,1504649,1507475,reverse
PBANKA_1037300,10,1509188,1510066,reverse
PBANKA_1037400,10,1512423,1513349,forward
PBANKA_1037500,10,1514226,1520023,forward
PBANKA_1037600,10,1520313,1521611,reverse
PBANKA_1037700,10,1522511,1523062,reverse
PBANKA_1037800,10,1524122,1524622,reverse
PBANKA_1037900,10,1525731,1526307,reverse
PBANKA_1038000,10,1528499,1529161,forward
PBANKA_1038100,10,1529739,1530348,reverse
PBANKA_1038200,10,1532517,1537402,forward
PBANKA_1038300,10,1538502,1539879,forward
PBANKA_1038400,10,1540398,1541067,reverse
PBANKA_1038500,10,1541612,1543555,forward
PBANKA_1038600,10,1543677,1547446,reverse
PBANKA_1038700,10,1547909,1551970,forward
PBANKA_1038800,10,1553029,1553661,forward
PBANKA_1038900,10,1554996,1560380,forward
PBANKA_1039000,10,1561023,1563497,reverse
PBANKA_1039100,10,1564424,1566778,reverse
PBANKA_1039200,10,1568016,1569164,reverse
PBANKA_1039300,10,1570946,1574202,forward
PBANKA_1039400,10,1575710,1576830,forward
PBANKA_1039450,10,1576343,1576424,forward
PBANKA_1039500,10,1578256,1579851,forward
PBANKA_1039600,10,1581362,1583230,forward
PBANKA_1039700,10,1583987,1584550,reverse
PBANKA_1039800,10,1585829,1588243,reverse
PBANKA_1039900,10,1589379,1592837,forward
PBANKA_1040000,10,1593402,1596031,forward
PBANKA_1040100,10,1597122,1598447,reverse
PBANKA_1040151,10,1600624,1602367,reverse
PBANKA_1040200,10,1605639,1606724,forward
PBANKA_1040300,10,1608405,1609298,forward
PBANKA_1040400,10,1612445,1613646,forward
PBANKA_1040500,10,1616047,1617068,forward
PBANKA_1040521,10,1619492,1620409,forward
PBANKA_1040541,10,1623606,1624732,forward
PBANKA_1040561,10,1627231,1629285,forward
PBANKA_1040581,10,1632249,1634941,forward
PBANKA_1040601,10,1636496,1636986,reverse
PBANKA_1040621,10,1638985,1639716,reverse
PBANKA_1100011,11,1977,2763,reverse
PBANKA_1100021,11,4269,5055,reverse
PBANKA_1100031,11,6559,7345,reverse
PBANKA_1100041,11,8849,9635,reverse
PBANKA_1100051,11,11138,11924,reverse
PBANKA_1100061,11,13438,14224,reverse
PBANKA_1100071,11,15764,16549,reverse
PBANKA_1100100,11,18090,18876,reverse
PBANKA_1100200,11,20394,21180,reverse
PBANKA_1100300,11,22698,23872,reverse
PBANKA_1100351,11,26207,27375,reverse
PBANKA_1100400,11,29730,30948,reverse
PBANKA_1100441,11,33952,34869,reverse
PBANKA_1100461,11,37130,38222,reverse
PBANKA_1100500,11,41376,42268,reverse
PBANKA_1100600,11,43933,44667,reverse
PBANKA_1100700,11,48002,49518,forward
PBANKA_1100750,11,50968,52515,forward
PBANKA_1100781,11,53959,55096,reverse
PBANKA_1100821,11,59140,60002,forward
PBANKA_1100850,11,61045,61925,reverse
PBANKA_1100860,11,62616,63036,reverse
PBANKA_1100900,11,66311,68821,forward
PBANKA_1101000,11,70668,72259,forward
PBANKA_1101100,11,75281,76656,reverse
PBANKA_1101200,11,78517,79716,reverse
PBANKA_1101300,11,83394,85785,forward
PBANKA_1101400,11,86661,87827,reverse
PBANKA_1101500,11,90060,92102,reverse
PBANKA_1101600,11,94187,96940,forward
PBANKA_1101700,11,97204,98567,reverse
PBANKA_1101800,11,99360,103123,forward
PBANKA_1101900,11,103675,104472,reverse
PBANKA_1102000,11,105976,107729,forward
PBANKA_1102100,11,108587,109402,reverse
PBANKA_1102200,11,111532,112761,reverse
PBANKA_1102300,11,114307,117738,reverse
PBANKA_1102400,11,118242,119392,reverse
PBANKA_1102500,11,120256,120708,forward
PBANKA_1102600,11,121178,121623,reverse
PBANKA_1102700,11,122542,123935,forward
PBANKA_1102800,11,124429,125973,reverse
PBANKA_1102900,11,127793,130402,forward
PBANKA_1103000,11,133135,134088,reverse
PBANKA_1103100,11,137069,137623,forward
PBANKA_1103200,11,138579,140747,reverse
PBANKA_1103300,11,142035,145382,reverse
PBANKA_1103400,11,146223,147088,reverse
PBANKA_1103500,11,148224,150079,reverse
PBANKA_1103600,11,151101,156848,forward
PBANKA_1103700,11,157412,158856,reverse
PBANKA_1103800,11,160403,162296,forward
PBANKA_1103900,11,162388,163477,reverse
PBANKA_1104000,11,165137,167260,forward
PBANKA_1104100,11,168029,169651,forward
PBANKA_1104200,11,170432,171550,forward
PBANKA_1104300,11,172778,174118,forward
PBANKA_1104400,11,174363,187793,reverse
PBANKA_1104500,11,189130,190653,forward
PBANKA_1104600,11,190924,197924,reverse
PBANKA_1104700,11,199745,206527,forward
PBANKA_1104800,11,208157,209827,forward
PBANKA_1104900,11,211028,212674,forward
PBANKA_1105000,11,213185,215296,reverse
PBANKA_1105100,11,216378,220076,reverse
PBANKA_1105200,11,222446,223258,forward
PBANKA_1105300,11,224704,226071,reverse
PBANKA_1105400,11,228137,228625,reverse
PBANKA_1105500,11,229681,230809,reverse
PBANKA_1105600,11,231298,232271,forward
PBANKA_1105700,11,232615,233504,reverse
PBANKA_1105800,11,234326,235183,forward
PBANKA_1105900,11,235587,236597,reverse
PBANKA_1106000,11,237068,238340,reverse
PBANKA_1106100,11,240176,249404,forward
PBANKA_1106200,11,249892,251178,reverse
PBANKA_1106300,11,252732,254483,forward
PBANKA_1106400,11,255593,258554,forward
PBANKA_1106500,11,259183,261009,reverse
PBANKA_1106600,11,262398,262927,reverse
PBANKA_1106700,11,264086,265321,reverse
PBANKA_1106800,11,267464,269242,reverse
PBANKA_1106900,11,270743,273253,reverse
PBANKA_1107000,11,274184,274645,reverse
PBANKA_1107100,11,275890,277689,reverse
PBANKA_1107200,11,280818,282851,forward
PBANKA_1107300,11,283766,285316,reverse
PBANKA_1107400,11,288715,291873,forward
PBANKA_1107500,11,292810,293366,forward
PBANKA_1107600,11,293623,294684,reverse
PBANKA_1107700,11,296258,301219,forward
PBANKA_1107800,11,301529,302922,reverse
PBANKA_1107900,11,305675,306700,forward
PBANKA_1108000,11,307850,309718,forward
PBANKA_1108100,11,310105,317082,reverse
PBANKA_1108200,11,318315,318977,forward
PBANKA_1108300,11,320699,324694,forward
PBANKA_1108400,11,325614,326438,reverse
PBANKA_1108500,11,328926,336572,forward
PBANKA_1108600,11,336891,338327,reverse
PBANKA_1108700,11,341006,345334,forward
PBANKA_1108800,11,346005,347632,forward
PBANKA_1108900,11,348076,348578,reverse
PBANKA_1109000,11,349481,357436,reverse
PBANKA_1109100,11,359979,360992,forward
PBANKA_1109200,11,361839,363916,forward
PBANKA_1109300,11,364235,366322,reverse
PBANKA_1109400,11,368036,373112,forward
PBANKA_1109500,11,373907,374911,forward
PBANKA_1109600,11,375478,378530,forward
PBANKA_1109700,11,379560,385352,reverse
PBANKA_1109800,11,390663,392870,forward
PBANKA_1109900,11,393655,394621,reverse
PBANKA_1110000,11,396658,397998,forward
PBANKA_1110100,11,398490,401135,reverse
PBANKA_1110200,11,408394,409422,forward
PBANKA_1110300,11,409972,413111,forward
PBANKA_1110350,11,414405,414557,forward
PBANKA_1110500,11,415677,416192,reverse
PBANKA_1110600,11,417256,417802,forward
PBANKA_1110700,11,418951,421878,forward
PBANKA_1110800,11,422633,426921,reverse
PBANKA_1110900,11,429383,431092,forward
PBANKA_1111000,11,433422,462422,forward
PBANKA_1111200,11,463038,463565,reverse
PBANKA_1111300,11,465190,466103,forward
PBANKA_1111400,11,466783,468746,reverse
PBANKA_1111500,11,470246,472189,forward
PBANKA_1111600,11,472921,473902,forward
PBANKA_1111700,11,474013,474569,reverse
PBANKA_1111800,11,475230,477107,reverse
PBANKA_1111900,11,478326,479108,reverse
PBANKA_1112000,11,480784,481458,forward
PBANKA_1112100,11,482244,485287,forward
PBANKA_1112200,11,485284,488032,reverse
PBANKA_1112300,11,490401,492148,forward
PBANKA_1112400,11,492918,493679,reverse
PBANKA_1112500,11,494199,498359,reverse
PBANKA_1112600,11,499069,499866,forward
PBANKA_1112700,11,500474,501280,forward
PBANKA_1112800,11,502096,503118,reverse
PBANKA_1112900,11,504454,511228,forward
PBANKA_1113000,11,511874,512608,reverse
PBANKA_1113100,11,513912,515435,reverse
PBANKA_1113200,11,516071,516787,forward
PBANKA_1113300,11,517435,520125,reverse
PBANKA_1113400,11,521969,524268,forward
PBANKA_1113500,11,524717,525337,reverse
PBANKA_1113600,11,526879,527750,forward
PBANKA_1113700,11,527791,529790,reverse
PBANKA_1113800,11,530367,533639,reverse
PBANKA_1113900,11,535730,537961,forward
PBANKA_1114000,11,538800,542084,forward
PBANKA_1114051,11,542349,542421,reverse
PBANKA_1114100,11,543090,544367,reverse
PBANKA_1114200,11,544842,546132,reverse
PBANKA_1114300,11,547772,551995,forward
PBANKA_1114400,11,552718,555774,reverse
PBANKA_1114500,11,557149,558243,forward
PBANKA_1114600,11,558836,560776,reverse
PBANKA_1114700,11,561764,563485,reverse
PBANKA_1114800,11,564513,565152,forward
PBANKA_1114900,11,566520,571853,forward
PBANKA_1115000,11,574057,576710,forward
PBANKA_1115100,11,577251,580416,reverse
PBANKA_1115200,11,582931,587356,forward
PBANKA_1115300,11,588338,589714,reverse
PBANKA_1115400,11,592213,592467,reverse
PBANKA_1115500,11,593925,594911,reverse
PBANKA_1115600,11,596892,597639,forward
PBANKA_1115700,11,599215,601771,forward
PBANKA_1115800,11,601893,602486,reverse
PBANKA_1115900,11,603532,607329,forward
PBANKA_1116000,11,609101,612325,forward
PBANKA_1116100,11,612682,614457,reverse
PBANKA_1116200,11,615110,616438,reverse
PBANKA_1116300,11,617965,619527,forward
PBANKA_1116400,11,620747,624589,forward
PBANKA_1116500,11,625629,626813,reverse
PBANKA_1116700,11,629548,633989,forward
PBANKA_1116800,11,636950,638728,forward
PBANKA_1116900,11,640288,640951,forward
PBANKA_1117000,11,643268,643669,reverse
PBANKA_1117100,11,647998,648408,forward
PBANKA_1117200,11,651041,653497,forward
PBANKA_1117300,11,654318,656363,forward
PBANKA_1117400,11,656786,657582,reverse
PBANKA_1117500,11,659905,660520,forward
PBANKA_1117600,11,660873,663063,reverse
PBANKA_1117700,11,664976,665917,forward
PBANKA_1117800,11,666460,668160,reverse
PBANKA_1117900,11,669068,669864,forward
PBANKA_1118000,11,670102,673312,reverse
PBANKA_1118100.1,11,674236,676506,forward
PBANKA_1118100.2,11,674236,677358,forward
PBANKA_1118200,11,677942,683808,reverse
PBANKA_1118300,11,684843,686115,forward
PBANKA_1118400,11,687034,690354,forward
PBANKA_1118500,11,690734,701018,reverse
PBANKA_1118600,11,702878,705451,reverse
PBANKA_1118700,11,707113,711168,reverse
PBANKA_1118800,11,712110,714302,forward
PBANKA_1118900,11,714651,716638,reverse
PBANKA_1119000,11,717324,724218,reverse
PBANKA_1119100,11,725655,726350,forward
PBANKA_1119200,11,726869,727921,reverse
PBANKA_1119300,11,729978,730498,forward
PBANKA_1119400,11,730915,731730,reverse
PBANKA_1119500,11,732485,735034,reverse
PBANKA_1119600,11,735660,737003,reverse
PBANKA_1119700,11,739041,740762,forward
PBANKA_1119800,11,741551,742192,forward
PBANKA_1119900,11,742389,743516,reverse
PBANKA_1119921,11,744320,744391,forward
PBANKA_1119941,11,744611,744691,reverse
PBANKA_1120000,11,745783,748068,forward
PBANKA_1120100,11,748396,752274,reverse
PBANKA_1120200,11,754076,754969,reverse
PBANKA_1120300,11,756241,758223,forward
PBANKA_1120400,11,760422,762293,forward
PBANKA_1120500,11,763526,764626,forward
PBANKA_1120551,11,765449,765530,reverse
PBANKA_1120600,11,766294,771303,forward
PBANKA_1120700,11,773172,773956,forward
PBANKA_1120800,11,774630,776741,reverse
PBANKA_1120900,11,777879,778871,forward
PBANKA_1121000,11,779603,783772,reverse
PBANKA_1121100,11,785381,787735,reverse
PBANKA_1121200,11,788897,791746,forward
PBANKA_1121300,11,792200,792571,forward
PBANKA_1121400,11,792963,794258,reverse
PBANKA_1121500,11,795097,795851,forward
PBANKA_1121600,11,796339,797698,reverse
PBANKA_1121700,11,799609,803358,forward
PBANKA_1121800,11,804384,810671,reverse
PBANKA_1121900,11,815464,816984,reverse
PBANKA_1122000,11,818206,822286,reverse
PBANKA_1122100,11,824155,825246,forward
PBANKA_1122200,11,825499,826510,reverse
PBANKA_1122300,11,828093,829430,reverse
PBANKA_1122400,11,830623,832597,reverse
PBANKA_1122500,11,834064,836012,forward
PBANKA_1122600,11,836236,839088,reverse
PBANKA_1122700,11,840258,846242,reverse
PBANKA_1122800,11,850504,851370,forward
PBANKA_1122900,11,853291,854775,forward
PBANKA_1123000,11,856256,857214,forward
PBANKA_1123100,11,858125,859044,reverse
PBANKA_1123200,11,860057,861730,forward
PBANKA_1123300,11,862103,863959,reverse
PBANKA_1123400,11,864748,865008,forward
PBANKA_1123500,11,869771,877463,forward
PBANKA_1123600,11,878698,879948,reverse
PBANKA_1123700,11,880627,882494,reverse
PBANKA_1123800,11,886333,888877,forward
PBANKA_1123900,11,890151,891775,forward
PBANKA_1124000,11,892660,893865,forward
PBANKA_1124100,11,894682,896007,forward
PBANKA_1124200,11,896741,900214,reverse
PBANKA_1124300,11,901642,902760,reverse
PBANKA_1124400,11,904030,905028,forward
PBANKA_1124500,11,907274,909115,forward
PBANKA_1124600,11,909801,910091,reverse
PBANKA_1124700,11,911779,912918,forward
PBANKA_1124800,11,913952,918523,reverse
PBANKA_1124900,11,919686,922038,forward
PBANKA_1125000,11,922121,923278,reverse
PBANKA_1125100,11,924510,926699,reverse
PBANKA_1125200,11,928879,931407,forward
PBANKA_1125300,11,932795,935515,forward
PBANKA_1125400,11,935763,936200,reverse
PBANKA_1125500,11,936963,938069,forward
PBANKA_1125600,11,940783,943039,forward
PBANKA_1125650,11,941985,942169,forward
PBANKA_1125700,11,944667,945785,forward
PBANKA_1125800,11,946250,946585,reverse
PBANKA_1125900,11,948888,954224,forward
PBANKA_1126000,11,955178,956575,reverse
PBANKA_1126100,11,958329,958874,reverse
PBANKA_1126200,11,959676,960791,reverse
PBANKA_1126300,11,961802,962917,forward
PBANKA_1126400,11,966147,969647,forward
PBANKA_1126500,11,971722,974574,reverse
PBANKA_1126600,11,976237,977378,forward
PBANKA_1126700,11,978230,978748,forward
PBANKA_1126800,11,979123,1005810,reverse
PBANKA_1126900,11,1010220,1017995,forward
PBANKA_1127000,11,1019097,1021581,reverse
PBANKA_1127100,11,1023717,1025896,forward
PBANKA_1127200,11,1026489,1027397,reverse
PBANKA_1127300,11,1028182,1029888,reverse
PBANKA_1127400,11,1030774,1032483,forward
PBANKA_1127500,11,1032992,1035103,reverse
PBANKA_1127600,11,1036621,1037505,reverse
PBANKA_1127700,11,1038124,1040193,reverse
PBANKA_1127800,11,1041667,1042806,reverse
PBANKA_1127900,11,1044932,1049066,forward
PBANKA_1128000,11,1049655,1049933,reverse
PBANKA_1128100,11,1051220,1053475,forward
PBANKA_1128200,11,1056146,1057681,forward
PBANKA_1128300,11,1058904,1060838,reverse
PBANKA_1128400,11,1062129,1062972,forward
PBANKA_1128500,11,1064715,1083954,forward
PBANKA_1128600,11,1084628,1088004,reverse
PBANKA_1128700,11,1090056,1091270,forward
PBANKA_1128800,11,1091625,1093582,reverse
PBANKA_1128900,11,1094875,1096818,reverse
PBANKA_1129000,11,1098550,1099663,forward
PBANKA_1129100,11,1100203,1109102,reverse
PBANKA_1129200,11,1111296,1112477,reverse
PBANKA_1129300,11,1114904,1116382,forward
PBANKA_1129400,11,1118110,1120765,forward
PBANKA_1129500,11,1122152,1124164,forward
PBANKA_1129600,11,1125338,1127829,forward
PBANKA_1129700,11,1128111,1130162,reverse
PBANKA_1129800,11,1132480,1133322,forward
PBANKA_1129900,11,1133893,1139471,reverse
PBANKA_1130000,11,1140485,1143367,forward
PBANKA_1130100,11,1144341,1145324,forward
PBANKA_1130200,11,1146436,1147492,reverse
PBANKA_1130300,11,1149910,1150416,forward
PBANKA_1130400,11,1151109,1151967,reverse
PBANKA_1130500,11,1153509,1154588,forward
PBANKA_1130600,11,1155046,1156587,reverse
PBANKA_1130700,11,1157144,1158142,reverse
PBANKA_1130800,11,1159008,1161359,reverse
PBANKA_1130900,11,1162413,1165518,reverse
PBANKA_1131000,11,1166981,1168106,reverse
PBANKA_1131100,11,1170824,1172251,forward
PBANKA_1131200,11,1172766,1173854,reverse
PBANKA_1131300,11,1174784,1175917,reverse
PBANKA_1131400,11,1176710,1178497,reverse
PBANKA_1131500,11,1179855,1181534,forward
PBANKA_1131600,11,1183549,1186371,forward
PBANKA_1131700,11,1186604,1189192,reverse
PBANKA_1131800,11,1190188,1191723,forward
PBANKA_1131851,11,1192890,1192962,reverse
PBANKA_1131900,11,1194183,1196318,forward
PBANKA_1132000,11,1197389,1200823,reverse
PBANKA_1132100,11,1206848,1207526,forward
PBANKA_1132200,11,1208331,1209518,forward
PBANKA_1132300,11,1210642,1214559,forward
PBANKA_1132400,11,1215365,1218181,reverse
PBANKA_1132500,11,1219582,1220305,reverse
PBANKA_1132600,11,1222934,1224409,forward
PBANKA_1132700,11,1225977,1228931,forward
PBANKA_1132800,11,1230128,1230845,forward
PBANKA_1132900,11,1231635,1233074,reverse
PBANKA_1133000,11,1235298,1236625,forward
PBANKA_1133100,11,1238937,1249964,forward
PBANKA_1133200,11,1251337,1252887,reverse
PBANKA_1133300,11,1253535,1254866,reverse
PBANKA_1133400,11,1255919,1257250,forward
PBANKA_1133500,11,1258407,1260964,forward
PBANKA_1133600,11,1261883,1262248,forward
PBANKA_1133700,11,1263353,1266457,forward
PBANKA_1133800,11,1267773,1270376,forward
PBANKA_1133900,11,1271110,1271857,forward
PBANKA_1134000,11,1272619,1276808,reverse
PBANKA_1134100,11,1277972,1280363,forward
PBANKA_1134200,11,1281534,1283041,forward
PBANKA_1134300,11,1283554,1290029,reverse
PBANKA_1134400,11,1290974,1293205,reverse
PBANKA_1134500,11,1294277,1298850,forward
PBANKA_1134600,11,1299621,1300622,reverse
PBANKA_1134700,11,1301908,1302820,forward
PBANKA_1134800,11,1303460,1305175,forward
PBANKA_1134900,11,1306967,1309579,forward
PBANKA_1135000,11,1310796,1311257,reverse
PBANKA_1135100,11,1315094,1315549,forward
PBANKA_1135200,11,1316029,1318842,reverse
PBANKA_1135300,11,1319663,1328824,reverse
PBANKA_1135400,11,1330430,1332550,reverse
PBANKA_1135500,11,1333297,1335589,reverse
PBANKA_1135600,11,1336373,1339426,forward
PBANKA_1135700,11,1341209,1342895,reverse
PBANKA_1135800,11,1345777,1346268,forward
PBANKA_1135900,11,1347948,1357499,forward
PBANKA_1136000,11,1358282,1359117,forward
PBANKA_1136100,11,1360268,1365577,forward
PBANKA_1136200,11,1366625,1367158,reverse
PBANKA_1136300,11,1368206,1369429,reverse
PBANKA_1136400,11,1370190,1371609,reverse
PBANKA_1136500,11,1372493,1373620,reverse
PBANKA_1136600,11,1374320,1375279,forward
PBANKA_1136700,11,1376352,1387510,forward
PBANKA_1136900,11,1388670,1392772,reverse
PBANKA_1137000,11,1396544,1399993,forward
PBANKA_1137100,11,1400640,1402841,reverse
PBANKA_1137200,11,1405856,1409543,forward
PBANKA_1137300,11,1411084,1417007,forward
PBANKA_1137400,11,1417838,1419619,forward
PBANKA_1137500,11,1419861,1420399,reverse
PBANKA_1137600,11,1422207,1422611,reverse
PBANKA_1137700,11,1424152,1425200,forward
PBANKA_1137800,11,1426696,1434816,forward
PBANKA_1137900,11,1435506,1436330,reverse
PBANKA_1138000,11,1439323,1439919,forward
PBANKA_1138100,11,1440742,1442358,reverse
PBANKA_1138200,11,1444288,1445715,reverse
PBANKA_1138300,11,1447240,1447821,forward
PBANKA_1138400,11,1449769,1455537,forward
PBANKA_1138500,11,1456903,1459194,forward
PBANKA_1138600,11,1459786,1461045,forward
PBANKA_1138700,11,1463862,1468115,forward
PBANKA_1138800,11,1469598,1475894,forward
PBANKA_1138900,11,1476741,1481483,forward
PBANKA_1139000,11,1482059,1485421,forward
PBANKA_1139100,11,1486136,1489336,forward
PBANKA_1139200,11,1489661,1491171,reverse
PBANKA_1139300,11,1491812,1492753,forward
PBANKA_1139400,11,1493194,1495889,reverse
PBANKA_1139500,11,1496819,1499328,forward
PBANKA_1139600,11,1499968,1500510,reverse
PBANKA_1139700,11,1501401,1503410,forward
PBANKA_1139800,11,1504549,1507794,forward
PBANKA_1139900,11,1509699,1510238,forward
PBANKA_1140000,11,1512435,1514762,forward
PBANKA_1140100,11,1515798,1521284,reverse
PBANKA_1140200,11,1523050,1526502,reverse
PBANKA_1140300,11,1528408,1537218,forward
PBANKA_1140400,11,1538502,1540037,forward
PBANKA_1140500,11,1540867,1543326,forward
PBANKA_1140600,11,1543939,1545357,reverse
PBANKA_1140700,11,1546240,1547786,reverse
PBANKA_1140800,11,1548423,1549355,forward
PBANKA_1140900,11,1549614,1550214,reverse
PBANKA_1141000,11,1551132,1551287,forward
PBANKA_1141100,11,1551875,1553929,reverse
PBANKA_1141200,11,1555076,1556641,reverse
PBANKA_1141300,11,1557536,1558981,forward
PBANKA_1141400,11,1559982,1562361,forward
PBANKA_1141500,11,1562736,1564095,reverse
PBANKA_1141600,11,1566994,1568645,forward
PBANKA_1141700,11,1569534,1570311,reverse
PBANKA_1141800,11,1571984,1572268,forward
PBANKA_1141900,11,1573519,1574150,forward
PBANKA_1142000,11,1575122,1575565,forward
PBANKA_1142100,11,1576020,1587091,reverse
PBANKA_1142300,11,1589536,1592931,reverse
PBANKA_1142400,11,1595656,1596105,forward
PBANKA_1142500,11,1597251,1598891,reverse
PBANKA_1142600,11,1600758,1601753,forward
PBANKA_1142700,11,1601919,1604195,reverse
PBANKA_1142800,11,1607797,1610263,forward
PBANKA_1142900,11,1611474,1612457,reverse
PBANKA_1143000,11,1613550,1614662,forward
PBANKA_1143100,11,1615871,1617326,forward
PBANKA_1143200,11,1617471,1618861,reverse
PBANKA_1143300,11,1620156,1623134,forward
PBANKA_1143400,11,1624312,1625532,forward
PBANKA_1143500,11,1626239,1627391,reverse
PBANKA_1143600,11,1628404,1632060,forward
PBANKA_1143700,11,1633458,1637375,forward
PBANKA_1143800,11,1638791,1639558,forward
PBANKA_1143900,11,1640118,1640801,reverse
PBANKA_1144000,11,1641745,1642993,reverse
PBANKA_1144100,11,1644725,1646773,reverse
PBANKA_1144200,11,1648680,1650374,forward
PBANKA_1144300,11,1650469,1652252,reverse
PBANKA_1144400,11,1653421,1655916,forward
PBANKA_1144500,11,1656446,1656724,reverse
PBANKA_1144600,11,1658001,1659485,reverse
PBANKA_1144700,11,1660850,1665343,reverse
PBANKA_1144800,11,1667290,1668831,forward
PBANKA_1144900,11,1670260,1673409,forward
PBANKA_1145000,11,1674151,1675422,reverse
PBANKA_1145100,11,1676722,1683030,forward
PBANKA_1145200,11,1683556,1684989,reverse
PBANKA_1145300,11,1686395,1694542,forward
PBANKA_1145400,11,1695042,1696630,reverse
PBANKA_1145500,11,1698595,1701960,forward
PBANKA_1145600,11,1702903,1705566,reverse
PBANKA_1145700,11,1706752,1707824,reverse
PBANKA_1145721,11,1709617,1709690,forward
PBANKA_1145731,11,1710206,1710277,reverse
PBANKA_1145741,11,1711012,1711085,forward
PBANKA_1145751,11,1711676,1711747,reverse
PBANKA_1145761,11,1712161,1712231,forward
PBANKA_1145800,11,1714536,1715328,forward
PBANKA_1145900,11,1716485,1717580,forward
PBANKA_1146000,11,1719210,1721298,reverse
PBANKA_1146100,11,1722628,1723209,reverse
PBANKA_1146200,11,1726015,1726798,forward
PBANKA_1146241,11,1730022,1731129,forward
PBANKA_1146261,11,1733877,1736690,forward
PBANKA_1146400,11,1738510,1739653,forward
PBANKA_1146600,11,1741855,1742772,forward
PBANKA_1146700,11,1745894,1747138,forward
PBANKA_1146721,11,1749542,1750676,forward
PBANKA_1146741,11,1753153,1754255,forward
PBANKA_1146761,11,1757028,1759226,forward
PBANKA_1146781,11,1760656,1761565,forward
PBANKA_1200011,12,45,1034,forward
PBANKA_1200021,12,2818,3906,reverse
PBANKA_1200031,12,6743,7937,reverse
PBANKA_1200041,12,10738,11651,reverse
PBANKA_1200051,12,12770,14227,forward
PBANKA_1200061,12,14687,17697,reverse
PBANKA_1200071,12,20454,21577,reverse
PBANKA_1200081,12,24055,25205,reverse
PBANKA_1200091,12,29088,31118,forward
PBANKA_1200096,12,33568,34489,reverse
PBANKA_1200300,12,36678,37972,reverse
PBANKA_1200400,12,40377,41601,reverse
PBANKA_1200500,12,44450,45624,reverse
PBANKA_1200600,12,49909,56662,reverse
PBANKA_1200700,12,61374,62663,forward
PBANKA_1200800,12,64897,67272,forward
PBANKA_1200900,12,67748,68994,reverse
PBANKA_1201000,12,70190,71743,forward
PBANKA_1201100,12,73439,76177,forward
PBANKA_1201200,12,77308,81531,forward
PBANKA_1201300,12,83125,84035,forward
PBANKA_1201400,12,86248,89343,forward
PBANKA_1201500,12,90776,91470,forward
PBANKA_1201600,12,93163,93904,forward
PBANKA_1201700,12,94588,95046,reverse
PBANKA_1201800,12,96857,102004,reverse
PBANKA_1201900,12,103295,104183,reverse
PBANKA_1202000,12,107010,107846,forward
PBANKA_1202100,12,109038,112478,reverse
PBANKA_1202200,12,115270,118851,reverse
PBANKA_1202300,12,120597,121559,forward
PBANKA_1202400,12,121918,122884,reverse
PBANKA_1202500,12,125063,132876,reverse
PBANKA_1202600,12,135230,138163,reverse
PBANKA_1202700,12,141074,143221,reverse
PBANKA_1202800,12,146788,147390,reverse
PBANKA_1202900,12,148757,152561,forward
PBANKA_1203000,12,152779,154086,reverse
PBANKA_1203100,12,154768,156193,forward
PBANKA_1203200,12,156752,157705,forward
PBANKA_1203300,12,157971,160082,reverse
PBANKA_1203400,12,160826,163783,forward
PBANKA_1203450,12,163957,164449,reverse
