Old Gene ID,current_version_ID,gene_name,gene_product,PfID
PBANKA_100820,PBANKA_1008200,PKG,cGMP-dependent protein kinase,PF3D7_1436600
PBANKA_100830,PBANKA_1008300,,"GTP-binding protein, putative",PF3D7_1436500
PBANKA_100840,PBANKA_1008400,,"conserved Plasmodium protein, unknown function",PF3D7_1436400
PBANKA_100850,PBANKA_1008500,PTEX150,translocon component PTEX150,PF3D7_1436300
PBANKA_100860,PBANKA_1008600,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_100870,PBANKA_1008700,,"conserved Plasmodium protein, unknown function",PF3D7_1436100
PBANKA_100880,PBANKA_1008800,,"glucose-6-phosphate isomerase, putative",PF3D7_1436000
PBANKA_100890,PBANKA_1008900,,"conserved Plasmodium protein, unknown function",PF3D7_1435900
PBANKA_100900,PBANKA_1009000,ERA,"GTPase Era, putative",PF3D7_1435800
PBANKA_100910,PBANKA_1009100,,"ataxin-2 like protein, putative",PF3D7_1435700.1
PBANKA_100920,PBANKA_1009200,,"conserved Plasmodium protein, unknown function",PF3D7_1435600
PBANKA_100930,PBANKA_1009300,,"conserved Plasmodium protein, unknown function",PF3D7_1435500
PBANKA_100940,PBANKA_1009400,EMC4,"ER membrane protein complex subunit 4, putative",PF3D7_1435400
PBANKA_100950,PBANKA_1009500,,"NAD(P)H-dependent glutamate synthase, putative",PF3D7_1435300
PBANKA_100960,PBANKA_1009600,,"conserved Plasmodium protein, unknown function",PF3D7_1435200
PBANKA_100970,PBANKA_1009700,,"ribonuclease H2 subunit B, putative",PF3D7_1435100
PBANKA_100980,PBANKA_1009800,,"cytochrome c oxidase assembly protein, putative",PF3D7_1435000
PBANKA_100990,PBANKA_1009900,,"conserved Plasmodium protein, unknown function",PF3D7_1434900
PBANKA_101000,PBANKA_1010000,,"mitochondrial acidic protein MAM33, putative",PF3D7_1434800
PBANKA_101010,PBANKA_1010100,TIM17,"mitochondrial import inner membrane translocase subunit TIM17, putative",PF3D7_1434700
PBANKA_101020,PBANKA_1010200,METAP2,"methionine aminopeptidase 2, putative",PF3D7_1434600
PBANKA_101030,PBANKA_1010300,,"dynein-related AAA-type ATPase, putative",PF3D7_1434500
PBANKA_101040,PBANKA_1010400,,"conserved Plasmodium protein, unknown function",PF3D7_1434400
PBANKA_101050,PBANKA_1010500,HOP,"Hsp70/Hsp90 organizing protein, putative",PF3D7_1434300
PBANKA_101060,PBANKA_1010600,CAM,"calmodulin, putative",PF3D7_1434200
PBANKA_101070,PBANKA_1010700,,"queuine tRNA-ribosyltransferase, putative",PF3D7_1434100
PBANKA_101080,PBANKA_1010800,CAF16,"CCR4-associated factor 16, putative",PF3D7_1434000
PBANKA_101090,PBANKA_1010900,,"protein kinase, putative",PF3D7_1433900
PBANKA_101100,PBANKA_1010900,,"protein kinase, putative",PF3D7_1433900
PBANKA_101110,PBANKA_1011100,,"conserved Plasmodium protein, unknown function",PF3D7_1433800
PBANKA_101120,PBANKA_1011200,,"conserved Plasmodium protein, unknown function",PF3D7_1433700
PBANKA_101130,PBANKA_1011300,,"microsomal signal peptidase protein, putative",PF3D7_1433600
PBANKA_101140,PBANKA_1011400,TOP2,"DNA topoisomerase 2, putative",PF3D7_1433500
PBANKA_101150,PBANKA_1011500,,"conserved Plasmodium protein, unknown function",PF3D7_1433400
PBANKA_101160,PBANKA_1011600,,"chromatin assembly factor 1 P55 subunit, putative",PF3D7_1433300
PBANKA_101170,PBANKA_1011700,,"conserved Plasmodium protein, unknown function",PF3D7_1433200
PBANKA_101180,PBANKA_1011800,,"conserved Plasmodium protein, unknown function",PF3D7_1433100
PBANKA_101190,PBANKA_1011900,NOP10,"H/ACA ribonucleoprotein complex subunit 3, putative",PF3D7_1433000
PBANKA_101200,PBANKA_1012000,,"SF-assemblin, putative",PF3D7_1432900
PBANKA_101210,PBANKA_1012100,,"conserved Plasmodium protein, unknown function",PF3D7_1432800
PBANKA_101220,PBANKA_1012200,,"protein-L-isoaspartate(D-aspartate) O-methyltransferase, putative",PF3D7_1432700
PBANKA_101230,PBANKA_1012300,,"conserved Plasmodium protein, unknown function",PF3D7_1432600
PBANKA_101240,PBANKA_1012400,,"RNA methyltransferase, putative",PF3D7_1432500
PBANKA_101250,PBANKA_1012500,LRR5,leucine-rich repeat protein,PF3D7_1432400
PBANKA_101260,PBANKA_1012600,,"conserved Plasmodium protein, unknown function",PF3D7_1432300
PBANKA_101270,PBANKA_1012700,,"conserved Plasmodium protein, unknown function",PF3D7_1432200
PBANKA_101280,PBANKA_1012800,,"voltage-dependent anion-selective channel protein, putative",PF3D7_1432100
PBANKA_101290,PBANKA_1012900,,"SNARE protein, putative",PF3D7_1432000
PBANKA_101300,PBANKA_1013000,ISC3,"inner membrane complex suture component, putative",PF3D7_1431900
PBANKA_101310,PBANKA_1013100,,"60S ribosomal protein L14, putative",PF3D7_1431700
PBANKA_101320,PBANKA_1013200,,"ATP-specific succinyl-CoA synthetase beta subunit, putative",PF3D7_1431600
PBANKA_101330,PBANKA_1013300,MAPK1,mitogen-activated protein kinase 1,PF3D7_1431500
PBANKA_101340,PBANKA_1013400,,"conserved Plasmodium protein, unknown function",PF3D7_1431400
PBANKA_101350,PBANKA_1013500,,"cytosolic preribosomal GTPase, putative",PF3D7_1431300
PBANKA_101360,PBANKA_1013600,,"conserved Plasmodium protein, unknown function",PF3D7_1431100
PBANKA_101370,PBANKA_1013700,,"mitochondrial ribosomal protein L17-2 precursor, putative",PF3D7_1431000
PBANKA_101380,PBANKA_1013800,,"cytochrome c oxidase subunit 2, putative",PF3D7_1430900
PBANKA_101390,PBANKA_1013900,,"conserved Plasmodium protein, unknown function",PF3D7_1430800
PBANKA_101400,PBANKA_1014000,GDH2,"NADP-specific glutamate dehydrogenase, putative",#N/A
PBANKA_101410,PBANKA_1014100,,"exodeoxyribonuclease III, putative",PF3D7_1430600
PBANKA_101420,PBANKA_1014200,,"conserved Plasmodium protein, unknown function",PF3D7_1430500
PBANKA_101430,PBANKA_1014300,ATG5,"autophagy protein 5, putative",PF3D7_1430400
PBANKA_101440,PBANKA_1014400,,"acid phosphatase, putative",PF3D7_1430300
PBANKA_101450,PBANKA_1014500,,"plasmepsin IX, putative",PF3D7_1430200
PBANKA_101460,PBANKA_1014600,PTPA,"serine/threonine protein phosphatase 2A activator, putative",PF3D7_1430100
PBANKA_101470,PBANKA_1014700,,"conserved Plasmodium protein, unknown function",PF3D7_1430000
PBANKA_101480,PBANKA_1014800,WRN,"ADP-dependent DNA helicase RecQ, putative",PF3D7_1429900
PBANKA_101490,PBANKA_1014900,,"coatamer protein, beta subunit, putative",PF3D7_1429800
PBANKA_101500,PBANKA_1015000,,"mitochondrial ribosomal protein L15 precursor, putative",#N/A
PBANKA_101510,PBANKA_1015100,,"conserved Plasmodium protein, unknown function",PF3D7_1429600
PBANKA_101520,PBANKA_1015200,DPH2,"diphthamide biosynthesis protein 2, putative",PF3D7_1429500
PBANKA_101530,PBANKA_1015300,,"rRNA (adenosine-2'-O-)-methyltransferase, putative",PF3D7_1429400
PBANKA_101540,PBANKA_1015400,,"CPW-WPC family protein, putative",PF3D7_1429300
PBANKA_101550,PBANKA_1015500,ApiAP2,"transcription factor with AP2 domain(s), putative",PF3D7_1429200
PBANKA_101560,PBANKA_1015600,,"apicoplast ribosomal protein L15 precursor, putative",#N/A
PBANKA_101570,PBANKA_1015700,,"protein archease, putative",PF3D7_1429000
PBANKA_101580,PBANKA_1015800,,"conserved Plasmodium protein, unknown function",PF3D7_1428900
PBANKA_101590,PBANKA_1015900,,"transcription initiation TFIID-like, putative",PF3D7_1428800.1
PBANKA_101600,PBANKA_1016000,,"conserved Plasmodium protein, unknown function",PF3D7_1428700
PBANKA_101610,PBANKA_1016100,,"peptide chain release factor 1, putative",PF3D7_1428600
PBANKA_101620,PBANKA_1016200,,"protein kinase, putative",PF3D7_1428500
PBANKA_101630,PBANKA_1016300,,"proliferation-associated protein 2g4, putative",PF3D7_1428300
PBANKA_101640,PBANKA_1016400,,"metabolite/drug transporter, putative",PF3D7_1428200
PBANKA_101650,PBANKA_1016500,,"WW domain-binding protein 11, putative",PF3D7_1428100
PBANKA_101660,PBANKA_1016600,,"conserved Plasmodium protein, unknown function",PF3D7_1428000
PBANKA_101670,PBANKA_1016700,,"conserved Plasmodium protein, unknown function",PF3D7_1427900
PBANKA_101680,PBANKA_1016800,RRP41,"exosome complex exonuclease RRP41, putative",PF3D7_1427800
PBANKA_101690,PBANKA_1016900,,"conserved Plasmodium protein, unknown function",PF3D7_1427700
PBANKA_101700,PBANKA_1017000,,"CorA-like Mg2+ transporter protein, putative",PF3D7_1427600
PBANKA_101710,PBANKA_1017100,MSH2-1,"DNA mismatch repair protein MSH2, putative",PF3D7_1427500
PBANKA_101720,PBANKA_1017200,,"conserved Plasmodium protein, unknown function",PF3D7_1427400.1
PBANKA_101730,PBANKA_1017300,,"conserved Plasmodium protein, unknown function",PF3D7_1427300
PBANKA_101740,PBANKA_1017400,Sel4,"selenoprotein, putative",PF3D7_1427200
PBANKA_101750,PBANKA_1017500,UIS28,"lipase, putative",PF3D7_1427100
PBANKA_101760,PBANKA_1017600,,"conserved Plasmodium protein, unknown function",PF3D7_1427000
PBANKA_101770,PBANKA_1017700,,"ubiquinol-cytochrome c reductase hinge protein, putative",PF3D7_1426900
PBANKA_101780,PBANKA_1017800,,"conserved Plasmodium protein, unknown function",PF3D7_1426800
PBANKA_101790,PBANKA_1017900,PEPC,phosphoenolpyruvate carboxylase,PF3D7_1426700
PBANKA_101800,PBANKA_1018000,,"conserved Plasmodium protein, unknown function",PF3D7_1426600
PBANKA_101810,PBANKA_1018100,ABCG2,"ABC transporter G family member 2, putative",PF3D7_1426500
PBANKA_101820,PBANKA_1018200,,"conserved Plasmodium protein, unknown function",PF3D7_1426400
PBANKA_101830,PBANKA_1018300,,"dynein-associated protein, putative",PF3D7_1426300
PBANKA_101840,PBANKA_1018400,PRMT1,"protein arginine N-methyltransferase 1, putative",PF3D7_1426200
PBANKA_101850,PBANKA_1018500,,"transcription factor 3b, putative",PF3D7_1426100
PBANKA_101860,PBANKA_1018600,RPL21,"60S ribosomal protein L21, putative",PF3D7_1426000
PBANKA_101870,PBANKA_1018700,,"conserved Plasmodium protein, unknown function",PF3D7_1425900
PBANKA_101880,PBANKA_1018800,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_101890,PBANKA_1018900,,"conserved Plasmodium protein, unknown function",PF3D7_1425700
PBANKA_101900,PBANKA_1019000,,"conserved Plasmodium protein, unknown function",PF3D7_1425500
PBANKA_101910,PBANKA_1019100,,"DEAD/DEAH box helicase, putative",PF3D7_1425400
PBANKA_101920,PBANKA_1019200,,"conserved Plasmodium protein, unknown function",PF3D7_1425300
PBANKA_101930,PBANKA_1019300,,"enoyl-CoA hydratase, putative",PF3D7_1425200
PBANKA_101935,,,,#N/A
PBANKA_101940,PBANKA_1019400,,"60S ribosomal protein L7-3, putative",PF3D7_1424400
PBANKA_101950,PBANKA_1019500,,"60S ribosomal protein L5, putative",PF3D7_1424100
PBANKA_101960,PBANKA_1019600,VPS3,"vacuolar protein sorting-associated protein 3, putative",PF3D7_1423800
PBANKA_101970,PBANKA_1019700,,"conserved Plasmodium protein, unknown function",PF3D7_1423700
PBANKA_101980,PBANKA_1019800,,"calcium-dependent protein kinase, putative",PF3D7_1423600
PBANKA_101990,PBANKA_1019900,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_102000,PBANKA_1020000,,"conserved Plasmodium protein, unknown function",PF3D7_1423400
PBANKA_102010,PBANKA_1020100,PP7,serine/threonine protein phosphatase 7,PF3D7_1423300
PBANKA_102020,PBANKA_1020200,CYP52,"peptidyl-prolyl cis-trans isomerase, putative",PF3D7_1423200
PBANKA_102030,PBANKA_1020300,,"ankyrin, putative",#N/A
PBANKA_102040,PBANKA_1020400,NOG2,"nucleolar GTP-binding protein 2, putative",PF3D7_1423000
PBANKA_102050,PBANKA_1020500,,"14-3-3 protein, putative",PF3D7_1422900
PBANKA_102060,PBANKA_1020600,ARP4a,"actin-related protein, putative",PF3D7_1422800
PBANKA_102070,PBANKA_1020700,,"conserved Plasmodium protein, unknown function",PF3D7_1422700
PBANKA_102080,PBANKA_1020800,,"conserved Plasmodium protein, unknown function",PF3D7_1422600
PBANKA_102090,PBANKA_1020900,HRD1,"ERAD-associated E3 ubiquitin-protein ligase HRD1, putative",PF3D7_1422500
PBANKA_102100,PBANKA_1021000,,"conserved Plasmodium protein, unknown function",PF3D7_1422400
PBANKA_102110,PBANKA_1021100,,"DnaJ protein, putative",PF3D7_1422300
PBANKA_102120,PBANKA_1021200,,"conserved Plasmodium protein, unknown function",PF3D7_1422200
PBANKA_102130,PBANKA_1021300,,"mitochondrial ribosomal protein L21 precursor, putative",PF3D7_1422100
PBANKA_102140,PBANKA_1021400,,"conserved Plasmodium protein, unknown function",PF3D7_1422000
PBANKA_102150,PBANKA_1021500,,"copper transporter, putative",PF3D7_1421900
PBANKA_102160,PBANKA_1021600,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_102170,PBANKA_1021700,,"conserved Plasmodium protein, unknown function",PF3D7_1421600
PBANKA_102180,PBANKA_1021800,TIM8,"mitochondrial import inner membrane translocase subunit TIM8, putative",PF3D7_1421500
PBANKA_102190,PBANKA_1021900,RPC34,"DNA-directed RNA polymerase III subunit RPC6, putative",PF3D7_1421400
PBANKA_102200,PBANKA_1022000,,"40S ribosomal protein S25, putative",PF3D7_1421200
PBANKA_102210,PBANKA_1022100,,"conserved Plasmodium protein, unknown function",PF3D7_1421100
PBANKA_102220,PBANKA_1022200,,"conserved Plasmodium protein, unknown function",PF3D7_1421000
PBANKA_102230,PBANKA_1022300,,"mannose-1-phosphate guanyltransferase, putative",PF3D7_1420900
PBANKA_102240,PBANKA_1022400,,"dynein-associated protein, putative",PF3D7_1420800
PBANKA_102250,PBANKA_1022500,P113,surface protein P113,PF3D7_1420700
PBANKA_102260,PBANKA_1022600,PANK,"pantothenate kinase, putative",PF3D7_1420600
PBANKA_102270,PBANKA_1022700,,"conserved Plasmodium protein, unknown function",PF3D7_1420500
PBANKA_102280,PBANKA_1022800,GlyRS,"glycine--tRNA ligase, putative",PF3D7_1420400
PBANKA_102290,PBANKA_1022900,,"zinc finger protein, putative",PF3D7_1420300
PBANKA_102300,PBANKA_1023000,,"conserved Plasmodium protein, unknown function",PF3D7_1420200
PBANKA_102310,PBANKA_1023100,,"conserved Plasmodium protein, unknown function",PF3D7_1420100
PBANKA_102320,PBANKA_1023200,SF3B4,"splicing factor 3B subunit 4, putative",PF3D7_1420000
PBANKA_102330,PBANKA_1023300,,"YTH domain-containing protein, putative",PF3D7_1419900
PBANKA_102340,PBANKA_1023400,GR,"glutathione reductase, putative",PF3D7_1419800.1
PBANKA_102350,PBANKA_1023500,,"conserved Plasmodium protein, unknown function",PF3D7_1419700
PBANKA_102360,PBANKA_1023600,,"conserved Plasmodium protein, unknown function",PF3D7_1419600
PBANKA_102370,PBANKA_1023700,,"conserved Plasmodium protein, unknown function",PF3D7_1419500
PBANKA_102380,PBANKA_1023800,,"conserved Plasmodium protein, unknown function",PF3D7_1419400
PBANKA_102390,PBANKA_1023900,GST,"glutathione S-transferase, putative",#N/A
PBANKA_102400,PBANKA_1024000,,"thioredoxin-like protein, putative",PF3D7_1419200
PBANKA_102410,PBANKA_1024100,SPB4,"ATP-dependent rRNA helicase SPB4, putative",PF3D7_1419100
PBANKA_102420,PBANKA_1024200,,"conserved Plasmodium protein, unknown function",PF3D7_1419000
PBANKA_102430,PBANKA_1024300,DBP4,"ATP-dependent RNA helicase DBP4, putative",PF3D7_1418900
PBANKA_102440,PBANKA_1024400,,"calmodulin, putative",PF3D7_1418300
PBANKA_102450,PBANKA_1024500,,"conserved Plasmodium protein, unknown function",PF3D7_1418200
PBANKA_102460,PBANKA_1024600,LISP1,liver specific protein 1,PF3D7_1418100
PBANKA_102470,PBANKA_1024700,,"ubiquitin fusion degradation protein UFD1, putative",PF3D7_1418000
PBANKA_102480,PBANKA_1024800,,"conserved Plasmodium protein, unknown function",PF3D7_1417900
PBANKA_102490,PBANKA_1024900,MCM2,"DNA replication licensing factor MCM2;DNA replication licensing factor MCM2, putative",PF3D7_1417800
PBANKA_102500,PBANKA_1025000,,"conserved Plasmodium protein, unknown function",PF3D7_1417700
PBANKA_102510,PBANKA_1025100,,"conserved Plasmodium protein, unknown function",PF3D7_1417600
PBANKA_102520,PBANKA_1025200,CBF5,"H/ACA ribonucleoprotein complex subunit 4, putative",PF3D7_1417500
PBANKA_102530,PBANKA_1025300,EPAC,"rap guanine nucleotide exchange factor, putative",PF3D7_1417400
PBANKA_102540,PBANKA_1025400,ATG4,"cysteine protease ATG4, putative",PF3D7_1417300
PBANKA_102550,PBANKA_1025500,,"NOT family protein, putative",PF3D7_1417200
PBANKA_102560,PBANKA_1025600,,"conserved Plasmodium protein, unknown function",PF3D7_1417100
PBANKA_102570,PBANKA_1025700,IMC1l,"inner membrane complex protein 1l, putative",PF3D7_1417000
PBANKA_102580,PBANKA_1025800,,"prefoldin subunit 2, putative",PF3D7_1416900
PBANKA_102590,PBANKA_1025900,,"lysine--tRNA ligase, putative",PF3D7_1416800
PBANKA_102600,PBANKA_1026000,,"conserved Plasmodium protein, unknown function",PF3D7_1416700
PBANKA_102610,PBANKA_1026100,,"conserved Plasmodium protein, unknown function",PF3D7_1416600
PBANKA_102620,PBANKA_1026200,GDH1,"NADP-specific glutamate dehydrogenase, putative",#N/A
PBANKA_102630,PBANKA_1026300,,"conserved Plasmodium protein, unknown function",PF3D7_1416400
PBANKA_102640,PBANKA_1026400,,"conserved Plasmodium protein, unknown function",PF3D7_1416300
PBANKA_102650,PBANKA_1026500,MCA3,metacaspase-like protein,PF3D7_1416200
PBANKA_102660,PBANKA_1026600,SEY1,"protein SEY1, putative",PF3D7_1416100
PBANKA_102670,PBANKA_1026700,,"conserved Plasmodium protein, unknown function",PF3D7_1416000
PBANKA_102680,PBANKA_1026800,,"zinc finger protein, putative",PF3D7_1415900
PBANKA_102690,PBANKA_1026900,,"dimethyladenosine transferase, putative",PF3D7_1415800
PBANKA_102700,PBANKA_1027000,,"serine C-palmitoyltransferase, putative",PF3D7_1415700
PBANKA_102710,PBANKA_1027100,,"conserved Plasmodium protein, unknown function",PF3D7_1415600
PBANKA_102720,PBANKA_1027200,,"conserved Plasmodium protein, unknown function",PF3D7_1415500
PBANKA_102730,PBANKA_1027300,,"conserved Plasmodium protein, unknown function",PF3D7_1415400
PBANKA_102740,PBANKA_1027400,,"RNA-binding protein Nova-1, putative",PF3D7_1415300
PBANKA_102750,PBANKA_1027500,,"DNA-directed RNA polymerases I and III subunit RPAC2, putative",PF3D7_1415200
PBANKA_102760,PBANKA_1027600,,"conserved Plasmodium protein, unknown function",PF3D7_1415100
PBANKA_102770,PBANKA_1027700,UDG,"uracil-DNA glycosylase, putative",PF3D7_1415000
PBANKA_102780,PBANKA_1027800,,"ATP-dependent protease, putative",PF3D7_1414900
PBANKA_102790,PBANKA_1027900,SMB1,"small nuclear ribonucleoprotein-associated protein B, putative",PF3D7_1414800
PBANKA_102800,PBANKA_1028000,,"ubiquitin carboxyl-terminal hydrolase, putative",PF3D7_1414700
PBANKA_102810,PBANKA_1028100,,"RNA guanylyltransferase, putative",PF3D7_1414600
PBANKA_102820,PBANKA_1028200,,"atypical protein kinase, ABC-1 family, putative",PF3D7_1414500
PBANKA_102830,PBANKA_1028300,PP1,serine/threonine protein phosphatase PP1,PF3D7_1414400
PBANKA_102840,PBANKA_1028400,,"60S ribosomal protein L10, putative",PF3D7_1414300
PBANKA_102850,PBANKA_1028500,,"conserved Plasmodium protein, unknown function",PF3D7_1414200
PBANKA_102860,PBANKA_1028600,,"conserved Plasmodium protein, unknown function",PF3D7_1414100
PBANKA_102870,PBANKA_1028700,RPN13,"26S proteasome regulatory subunit RPN13, putative",PF3D7_1414000
PBANKA_102880,PBANKA_1028800,,"DnaJ protein, putative",PF3D7_1413900
PBANKA_102890,PBANKA_1028900,DPH1,"diphthamide biosynthesis protein 1, putative",PF3D7_1413800
PBANKA_102900,PBANKA_1029000,,"conserved Plasmodium protein, unknown function",PF3D7_1413700
PBANKA_102910,PBANKA_1029100,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_102920,PBANKA_1029200,SufC,FeS assembly ATPase SufC;ABC transporter I family member 1,PF3D7_1413500
PBANKA_102930,PBANKA_1029300,,"30S ribosomal protein S9, putative",PF3D7_1413400
PBANKA_102940,PBANKA_1029400,,"conserved Plasmodium protein, unknown function",PF3D7_1413200
PBANKA_102950,PBANKA_1029500,,"conserved Plasmodium protein, unknown function",PF3D7_1413100
PBANKA_102960,PBANKA_1029600,,"conserved Plasmodium protein, unknown function",PF3D7_1413000
PBANKA_102970,PBANKA_1029700,,"ubiquitin-conjugating enzyme, putative",PF3D7_1412900.1
PBANKA_102980,PBANKA_1029800,NMT,"glycylpeptide N-tetradecanoyltransferase, putative",PF3D7_1412800
PBANKA_102990,PBANKA_1029900,,"AAA family ATPase, putative",PF3D7_1412700
PBANKA_103000,PBANKA_1030000,DHS,"deoxyhypusine synthase, putative",PF3D7_1412600
PBANKA_103010,PBANKA_1030100,,actin II,PF3D7_1412500
PBANKA_103020,PBANKA_1030200,,"conserved Plasmodium protein, unknown function",PF3D7_1412400
PBANKA_103030,PBANKA_1030300,NTF2,"nuclear transport factor 2, putative",PF3D7_1412300
PBANKA_103040,PBANKA_1030400,,"conserved Plasmodium protein, unknown function",PF3D7_1412200
PBANKA_103050,PBANKA_1030500,,"conserved Plasmodium protein, unknown function",PF3D7_1412100
PBANKA_103060,PBANKA_1030600,,"p1/s1 nuclease, putative",PF3D7_1411900
PBANKA_103070,PBANKA_1030700,,"conserved Plasmodium protein, unknown function",PF3D7_1411800
PBANKA_103080,PBANKA_1030800,,"conserved protein, unknown function",PF3D7_1411700
PBANKA_103090,PBANKA_1030900,,"GTP-binding protein, putative",PF3D7_1411600
PBANKA_103100,PBANKA_1031000,,"conserved Plasmodium protein, unknown function",PF3D7_1411500
PBANKA_103110,PBANKA_1031100,PREX,"plastid replication-repair enzyme, putative",PF3D7_1411400
PBANKA_103120,PBANKA_1031200,,"conserved Plasmodium protein, unknown function",PF3D7_1411300
PBANKA_103130,PBANKA_1031300,ROM8,rhomboid protease ROM8,PF3D7_1411200
PBANKA_103140,PBANKA_1031400,,"conserved Plasmodium protein, unknown function",PF3D7_1411100.1
PBANKA_103150,PBANKA_1031500,,"conserved Plasmodium protein, unknown function",PF3D7_1411000.1
PBANKA_103160,PBANKA_1031600,,"ribosome maturation protein SBDS, putative",PF3D7_1410900
PBANKA_103170,PBANKA_1031700,,"conserved Plasmodium protein, unknown function",PF3D7_1410800
PBANKA_103180,PBANKA_1031800,,"conserved Plasmodium protein, unknown function",PF3D7_1410700
PBANKA_103190,PBANKA_1031900,,"eukaryotic translation initiation factor 2 subunit gamma, putative",PF3D7_1410600
PBANKA_103200,PBANKA_1032000,,"conserved Plasmodium protein, unknown function",PF3D7_1410500
PBANKA_103210,PBANKA_1032100,RAP1,"rhoptry-associated protein 1, putative",PF3D7_1410400
PBANKA_103220,PBANKA_1032200,,"WD repeat-containing protein, putative",PF3D7_1410300
PBANKA_103230,PBANKA_1032300,,"cytidine triphosphate synthetase, putative",PF3D7_1410200
PBANKA_103240,PBANKA_1032400,,"alpha/beta hydrolase, putative",PF3D7_1410100
PBANKA_103250,PBANKA_1032500,EMC2,"ER membrane protein complex subunit 2, putative",PF3D7_1410000
PBANKA_103260,PBANKA_1032600,CDS,"cytidine diphosphate-diacylglycerol synthase, putative",PF3D7_1409900
PBANKA_103270,PBANKA_1032700,CELF2,"CUGBP Elav-like family member 2, putative",PF3D7_1409800
PBANKA_103280,PBANKA_1032800,,"conserved Plasmodium protein, unknown function",PF3D7_1409700
PBANKA_103290,PBANKA_1032900,,"conserved Plasmodium protein, unknown function",PF3D7_1409600
PBANKA_103300,PBANKA_1033000,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_103310,PBANKA_1033100,,"conserved Plasmodium protein, unknown function",PF3D7_1409400
PBANKA_103320,PBANKA_1033200,DDI1,"DNA damage-inducible protein 1, putative",PF3D7_1409300
PBANKA_103330,PBANKA_1033300,,"conserved Plasmodium protein, unknown function",PF3D7_1409200.1
PBANKA_103340,PBANKA_1033400,,"aldo-keto reductase, putative",PF3D7_1409100
PBANKA_103350,PBANKA_1033500,,"WD repeat-containing protein, putative",PF3D7_1409000
PBANKA_103360,PBANKA_1033600,,"tRNA-dihydrouridine synthase, putative",PF3D7_1408900
PBANKA_103370,PBANKA_1033700,,"conserved Plasmodium protein, unknown function",PF3D7_1408800
PBANKA_103380,PBANKA_1033800,,"conserved Plasmodium protein, unknown function",PF3D7_1408700
PBANKA_103390,PBANKA_1033900,,"40S ribosomal protein S8e, putative",PF3D7_1408600
PBANKA_103400,PBANKA_1034000,,"conserved Plasmodium protein, unknown function",PF3D7_1408500
PBANKA_103410,PBANKA_1034100,,"DNA repair helicase, putative",PF3D7_1408400
PBANKA_103420,PBANKA_1034200,,"conserved Plasmodium protein, unknown function",#N/A
PBANKA_103430,PBANKA_1034300,AP2-G2,transcription factor with AP2 domain(s),PF3D7_1408200
PBANKA_103440,PBANKA_1034400,PM4,plasmepsin IV,PF3D7_1407800
PBANKA_103450,PBANKA_1034500,,"conserved Plasmodium protein, unknown function",PF3D7_1407700
PBANKA_103460,PBANKA_1034600,,"conserved Plasmodium protein, unknown function",PF3D7_1407600
PBANKA_103470,PBANKA_1034700,,"multifunctional methyltransferase subunit TRM112, putative",PF3D7_1407500
PBANKA_103480,PBANKA_1034800,,"conserved Plasmodium protein, unknown function",PF3D7_1407400
PBANKA_103490,PBANKA_1034900,PRP38B,"pre-mRNA-splicing factor 38B, putative",PF3D7_1407300
PBANKA_103500,PBANKA_1035000,,"conserved Plasmodium protein, unknown function",PF3D7_1407200
PBANKA_103510,PBANKA_1035100,NOP1,"rRNA 2'-O-methyltransferase fibrillarin, putative",PF3D7_1407100
PBANKA_103520,PBANKA_1035200,CCp3,LCCL domain-containing protein;scavenger receptor-like protein;LCCL/lectin adhesive-like protein 1,PF3D7_1407000
PBANKA_103530,PBANKA_1035300,,"radical SAM protein, putative",PF3D7_1406900
PBANKA_103540,PBANKA_1035400,GAPM3,"glideosome associated protein with multiple membrane spans 3, putative",PF3D7_1406800
PBANKA_103550,PBANKA_1035500,VPS29,"vacuolar protein sorting-associated protein 29, putative",PF3D7_1406700
PBANKA_103560,PBANKA_1035600,ClpC,"ATP-dependent Clp protease, putative",PF3D7_1406600
PBANKA_103570,PBANKA_1035700,WDR65,"WD repeat-containing protein 65, putative",PF3D7_1406500
PBANKA_103580,PBANKA_1035800,,"pentatricopeptide repeat domain-containing protein, putative",PF3D7_1406400
PBANKA_103590,PBANKA_1035900,GDPD,"glycerophosphodiester phosphodiesterase, putative",PF3D7_1406300
PBANKA_103600,PBANKA_1036000,,"conserved Plasmodium protein, unknown function",PF3D7_1406200
PBANKA_103610,PBANKA_1036100,,"conserved Plasmodium protein, unknown function",PF3D7_1406100
PBANKA_103620,PBANKA_1036200,RBM8A,"RNA-binding protein 8A, putative",PF3D7_1406000
PBANKA_103630,PBANKA_1036300,,"RNA-binding protein, putative",PF3D7_1405900
PBANKA_103640,PBANKA_1036400,BOP1,"ribosome biogenesis protein BOP1, putative",PF3D7_1405800
PBANKA_103650,PBANKA_1036500,,"RING zinc finger protein, putative",PF3D7_1405700
PBANKA_103660,PBANKA_1036600,,"ribonucleotide reductase small subunit, putative",PF3D7_1405600
PBANKA_103670,PBANKA_1036700,CBWD1,"COBW domain-containing protein 1, putative",PF3D7_1405500
